funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,,last_pymnt_amnt,acc_now_delinq,delinq_amnt,pub_rec_bankruptcies,tax_liens,disbursement_method,debt_settlement_flag,lable
5000,5000,1,0.07,154.71,10,1,110000,2,2,1,3,2,1.16,0,30773,1,18,0,2103,0.02,36,1,5569.754267,5569.75,5000,569.75,41518,113,163.26,0,0,0,0,1,1,0
5000,5000,1,0.14,170.84,3,5,98000,2,2,1,3,9,16.11,0,36647,2,4,1,0,0,9,1,6096.718135,6096.72,5000,1096.72,41306,113,1322.25,0,0,0,0,1,1,0
5000,4975,2,0.17,123.78,3,5,31200,3,2,1,13,4,8.92,0,38412,1,3,0,151,0.09,5,1,7376.68,7339.8,5000,2376.68,42005,115,1088.19,0,0,0,0,1,1,0
5000,4950,1,0.11,163.11,7,5,35004,3,2,1,10,8,22.32,0,34851,2,8,0,1559,0.47,12,1,5850.816241,5792.31,5000,850.82,41365,113,970.11,0,0,0,0,1,1,0
5000,4975,1,0.11,163.11,5,5,24000,2,2,1,3,9,18.7,0,36342,1,3,0,14278,0.46,5,1,5704.898613,5676.37,5000,704.9,41061,112,2449.95,0,0,0,0,1,1,0
5000,5000,1,0.15,173.85,4,5,32760,2,2,1,7,11,0.31,1,35065,0,4,0,0,0,9,1,6213.818435,6213.82,5000,1213.82,41334,113,1182.54,0,0,0,0,1,1,0
5000,5000,1,0.07,154.71,0,1,43000,1,2,1,10,4,12.81,0,33939,0,5,0,1300,0.1,21,1,5569.638975,5569.64,5000,569.64,41518,113,160.88,0,0,0,0,1,1,0
5000,5000,1,0.07,154.71,10,4,30000,2,2,1,13,9,1.4,0,32599,0,5,0,510,0.05,12,1,5528.873699,5528.87,5000,528.87,41244,112,1512.65,0,0,0,0,1,1,0
5000,5000,1,0.14,169.95,10,1,90000,1,2,1,15,11,11.2,0,35065,1,6,0,2464,0.91,23,1,6118.438085,6118.44,5000,1118.44,41518,113,196.28,0,0,0,0,1,1,0
5000,5000,1,0.13,169.03,2,1,45500,1,2,1,5,11,14.98,0,37530,0,13,0,6368,0.27,17,1,6085.213239,6085.21,5000,1085.21,41518,113,174.91,0,0,0,0,1,1,0
5000,5000,2,0.11,108.09,0,1,25000,1,2,1,13,11,19.78,0,36586,0,8,0,2359,0.39,27,1,5191.33,5191.33,147.15,259.91,40787,111,35.5,0,0,0,0,1,1,1
5000,4650,1,0.08,156.41,2,4,40000,2,2,1,3,9,2.22,0,36923,1,4,0,78,0.01,13,1,5209.991863,4845.29,5000,209.99,40634,111,3872.93,0,0,0,0,1,1,0
5000,4950,1,0.12,165.74,1,5,24000,2,2,1,3,4,13.85,0,23255,2,8,0,12015,0.59,11,1,5967.229558,5907.56,5000,967.23,41518,113,187.66,0,0,0,0,1,1,0
5000,4975,1,0.08,155.56,3,4,41718,3,2,1,2,8,3.88,0,36465,1,12,0,7755,0.17,19,1,5600.041478,5572.04,5000,600.04,41518,113,170.5,0,0,0,0,1,1,0
5000,5000,1,0.15,172.94,4,5,45600,1,2,1,7,2,20.58,0,35462,0,7,0,16339,0.86,29,1,6226.139002,6226.14,5000,1226.14,41518,113,190.15,0,0,0,0,1,1,0
5000,4975,1,0.08,155.56,11,4,22584,1,2,1,3,1,9.56,0,27546,1,20,1,3762,0.16,38,1,5600.093733,5572.09,5000,600.09,41518,113,177.95,0,0,0,0,1,1,0
5000,4950,1,0.08,156.41,5,1,95000,2,2,1,7,4,12.91,0,34851,0,8,0,33946,0.01,20,1,5630.830366,5574.52,5000,630.83,41518,113,161.56,0,0,0,0,1,1,0
5000,5000,1,0.11,163.11,6,5,15600,2,2,1,3,9,10.31,0,38322,0,7,0,3734,0.56,10,1,5871.946563,5871.95,5000,871.95,41518,113,172.5,0,0,0,0,1,1,0
5000,4925,1,0.08,155.56,1,1,97000,1,2,1,5,12,2.3,0,35339,1,5,0,1847,0.05,26,1,5148.396084,5071.17,5000,148.4,40603,111,2472.35,0,0,0,0,1,1,0
5000,4950,1,0.11,163.98,5,1,75000,1,2,1,3,2,5.5,0,35674,1,12,0,8684,0.27,23,1,5545.686392,5490.23,5000,545.69,40848,111,3422.23,0,0,0,0,1,1,0
5000,5000,1,0.08,155.56,11,1,30000,1,2,1,1,11,2.32,0,32417,0,4,0,3730,0.08,14,1,5600.047902,5600.05,5000,600.05,41518,113,167.33,0,0,0,0,1,1,0
5000,4944.213109,1,0.15,173.85,4,5,36000,2,2,1,1,2,7.43,0,37895,1,5,0,3420,0.61,16,1,3825.01,3778.2,2772.31,1037.85,41091,112,173.85,0,0,0,0,1,1,1
5000,5000,1,0.08,156.41,3,4,29004,3,2,1,7,4,7.94,0,36923,0,7,0,7193,0.33,9,1,5630.760707,5630.76,5000,630.76,41518,113,160.84,0,0,0,0,1,1,0
5000,5000,1,0.07,154.71,1,5,47000,3,2,1,3,1,14.78,0,35431,0,10,0,6824,0.21,21,1,5569.769729,5569.77,5000,569.77,41518,113,163.6,0,0,0,0,1,1,0
5000,5000,1,0.13,169.03,2,5,57692.16,2,2,1,7,9,1.44,0,39083,0,5,0,1801,0.5,5,1,6085.279825,6085.28,5000,1085.28,41518,113,176.43,0,0,0,0,1,1,0
5000,5000,1,0.15,173.85,1,5,80000,3,2,1,10,2,14.25,2,35156,1,6,0,1740,0.62,13,1,6275.829411,6275.83,5000,1260.83,41548,113,26.46,0,0,0,0,1,1,0
5000,5000,1,0.15,172.65,2,5,24000,1,2,1,5,8,19.45,0,39234,0,6,0,913,0.61,7,1,6194.50825,6194.51,5000,1194.51,41395,113,852.55,0,0,0,0,1,1,0
5000,5000,1,0.11,163.11,11,5,12360,2,2,1,2,9,1.66,0,35431,0,6,0,4898,0.51,11,1,5808.007755,5808.01,5000,808.01,41244,112,1576.31,0,0,0,0,1,1,0
5000,4950,1,0.16,176.58,11,5,18720,1,2,1,3,9,16.22,0,33208,0,3,0,8034,0.91,14,1,6357.589142,6294.01,5000,1357.59,41518,113,189.64,0,0,0,0,1,1,0
5000,5000,1,0.15,173.85,10,1,55000,3,2,1,14,14,8.33,2,35735,3,8,0,941,0.21,18,1,6258.477539,6258.48,5000,1258.48,41518,113,184.85,0,0,0,0,1,1,0
5000,4997.329097,2,0.19,130.84,8,5,32000,3,2,1,3,9,5.07,1,38384,0,7,0,3775,0.31,12,1,6912.083452,6905.58,5000,1912.08,41275,113,3388.42,0,0,0,0,1,1,0
5000,5000,2,0.14,115.34,3,1,100980,3,2,1,10,12,11.5,1,36708,2,10,0,14824,0.85,36,1,4697.67,4697.67,2753,1610.84,41579,113,230.68,0,0,0,0,1,1,1
5000,4999.695144,2,0.12,110.87,10,1,87000,1,2,1,1,9,5.61,0,37408,0,3,0,88150,0.41,7,1,6326.020059,6325.47,5000,1326.02,41487,113,2568.21,0,0,0,0,1,1,0
5000,5000,1,0.15,172.94,5,5,51996,2,2,1,10,2,4.96,1,36465,2,9,0,3177,0.35,20,1,5922.56519,5922.57,5000,922.57,40969,112,2813.56,0,0,0,0,1,1,0
5000,4950,2,0.14,115.34,10,1,42000,1,2,1,5,8,11.43,0,36647,1,6,0,15646,0.98,20,1,6666.922383,6600.25,5000,1666.92,41640,114,2180.49,0,0,0,0,1,1,0
5000,5000,1,0.17,178.74,2,5,88000,2,2,1,3,2,6.59,0,39052,2,3,0,5741,0.88,4,1,6247.464498,6247.46,5000,1247.46,41153,112,2144.96,0,0,0,0,1,1,0
5000,4975,2,0.11,109.94,7,1,50000,1,2,1,13,2,2.64,0,34669,0,5,1,2604,0.39,14,1,6596.233814,6563.25,5000,1596.23,42248,115,137.11,0,0,1,0,1,1,0
5000,5000,1,0.12,165.74,4,5,30000,2,2,1,10,11,12.36,0,38808,0,3,0,0,0,5,1,5966.997687,5967,5000,967,41518,113,180.52,0,0,0,0,1,1,0
5000,4975,2,0.17,123.78,1,1,45000,2,2,1,1,11,14.27,0,36161,0,9,0,5283,0.48,14,1,3648.36,3630.3,1818.29,1633.27,41275,113,123.78,0,0,0,0,1,1,1
5000,5000,2,0.19,129.82,3,5,48000,2,2,1,3,10,3.4,0,39083,1,7,0,4725,0.6,7,1,7402.908312,7402.91,5000,2402.91,41640,114,2358.39,0,0,0,0,1,1,0
5000,5000,2,0.13,114.36,3,1,25000,1,2,1,13,8,7.73,1,30713,1,15,1,3808,0.23,33,1,6465.95,6465.95,4557.09,1817.24,42064,115,145.96,0,0,1,0,1,1,1
5000,4875,2,0.08,101.1,3,1,96000,3,2,1,1,8,0.53,1,31959,0,7,0,1607,0.05,14,1,6065.638489,5914,5000,1065.64,42248,115,113.43,0,0,0,0,1,1,0
5000,5000,1,0.08,156.41,4,5,34000,3,2,1,3,4,24.62,0,35431,2,7,0,4343,0.29,10,1,5594.75717,5594.76,5000,594.76,41275,113,1377.43,0,0,0,0,1,1,0
5000,5000,1,0.14,170.84,1,5,32000,1,2,1,13,8,24.6,0,36617,2,6,0,6303,0.78,22,1,6110.485788,6110.49,5000,1110.49,41334,113,1168.46,0,0,0,0,1,1,0
5000,5000,1,0.08,156.41,5,5,75000,1,2,1,3,2,12.83,0,37226,0,14,0,13500,0.31,29,1,5602.851323,5602.85,5000,602.85,41275,113,1230.25,0,0,0,0,1,1,0
5000,4500,1,0.11,164.86,1,5,30000,1,2,1,3,8,10.2,0,38078,3,3,0,3489,0.14,4,1,5731.935074,5158.74,5000,731.94,41000,112,2603.13,0,0,0,0,1,1,0
5000,4500,1,0.07,154.71,1,5,60000,2,2,1,3,9,4.34,0,31625,2,8,0,2408,0.27,9,1,5569.623109,5012.66,5000,569.62,41487,113,160.58,0,0,0,0,1,1,0
5000,4924.387276,2,0.12,110.87,6,5,40800,2,2,1,7,4,14.82,0,38353,3,4,0,149,0.04,14,1,6028.735109,5937.2,5000,1028.74,41153,112,2376.24,0,0,0,0,1,1,0
5000,4500,1,0.12,165.74,3,5,42000,2,2,1,2,2,6.74,0,36739,0,4,0,2457,0.77,9,1,5966.988778,5370.29,5000,966.99,41487,113,180.53,0,0,0,0,1,1,0
5000,5000,2,0.15,119.51,2,1,29268,3,2,1,10,1,13.28,1,35765,1,5,0,3667,0.43,23,1,2370.52,2370.52,1122.49,1020.05,40969,112,119.51,0,0,0,0,1,1,1
5000,4500,1,0.15,172.94,1,5,38352,1,2,1,3,4,11.64,0,38838,0,4,0,4655,0.9,5,1,5986.04425,5387.44,5000,986.04,41030,112,2534.34,0,0,0,0,1,1,0
5000,5000,1,0.12,165.74,10,1,78000,3,2,1,1,2,10.29,0,34973,0,11,0,47122,0.79,24,1,2374.95,2374.95,961.97,361.95,40634,111,165.74,0,0,0,0,1,1,1
5000,5000,2,0.16,122.45,1,1,96504,1,2,1,10,8,19.42,0,36617,0,12,0,8521,0.44,27,1,7341.5,7341.5,5000,2341.5,42156,115,367.34,0,0,0,0,1,1,0
5000,5000,2,0.14,116.29,1,5,19200,1,2,1,3,2,15.94,0,36526,0,4,0,4842,0.62,5,1,6977.35,6977.35,5000,1977.35,42217,115,122.15,0,0,0,0,1,1,0
5000,4500,1,0.12,165.74,1,5,30000,1,2,1,3,12,3.48,0,34973,0,4,0,1465,0.98,5,1,5967.354802,5370.62,5000,967.35,41487,113,192.29,0,0,0,0,1,1,0
5000,4500,1,0.14,171.74,1,5,31000,1,2,1,5,13,12.31,0,36495,0,5,0,15034,0.96,8,1,6170.955391,5553.86,5000,1170.96,41395,113,691.28,0,0,0,0,1,1,0
5000,5000,2,0.11,108.09,5,1,90000,2,2,1,3,2,8.67,0,38200,1,8,0,1898,0.13,9,1,3302.19,3302.19,2083.83,1048.17,41275,113,108.09,0,0,0,0,1,1,1
5000,5000,1,0.14,171.74,8,1,85000,1,2,1,13,1,12.55,2,33939,0,8,0,30459,0.89,39,1,5748.75754,5748.76,5000,748.76,40848,111,3349.51,0,0,0,0,1,1,0
5000,4500,1,0.12,165.74,6,1,99600,2,2,1,1,9,2.07,0,34547,2,7,0,6606,0.58,17,1,5965.371386,5368.83,5000,965.37,41456,113,349.47,0,0,0,0,1,1,0
5000,5000,2,0.12,110.87,8,5,74400,2,2,1,13,4,21.18,0,37196,0,12,0,11555,0.61,24,1,5466.108773,5466.11,5000,466.11,40695,111,4472.24,0,0,0,0,1,1,0
5000,5000,2,0.1,107.18,3,1,78000,1,2,1,5,4,20.48,0,27426,1,14,0,13883,0.36,54,1,5754.275517,5754.28,5000,754.28,41000,112,3724.62,0,0,0,0,1,1,0
5000,5000,2,0.14,116.29,10,1,125000,1,2,1,2,8,12.81,0,33664,0,12,0,24013,0.92,44,1,6977.35,6977.35,5000,1977.35,42217,115,122.15,0,0,0,0,1,1,0
5000,4985.303452,1,0.1,162.23,5,1,47000,1,2,1,15,8,14.25,0,34973,0,9,0,8735,0.7,32,1,5840.768964,5821.33,5000,840.77,41487,113,168.24,0,0,0,0,1,1,0
5000,4985.910473,1,0.14,169.95,7,5,50000,2,2,1,3,9,5.18,0,37469,1,5,0,6191,0.83,8,1,6118.454371,6098.13,5000,1118.45,41487,113,195.56,0,0,0,0,1,1,0
5000,5000,1,0.07,153.84,9,5,46800,1,2,1,7,6,10.54,0,33725,1,8,0,1286,0.06,38,1,5538.264128,5538.26,5000,538.26,41487,113,164.55,0,0,0,0,1,1,0
5000,5000,1,0.11,164.86,3,5,41000,1,2,1,3,8,21.25,0,37165,0,12,0,2346,0.94,25,1,5731.345499,5731.35,5000,731.35,41153,112,285.09,0,0,0,0,1,1,0
5000,5000,1,0.12,165.74,3,5,57312,1,2,1,3,14,3.85,0,38384,0,3,0,6272,0.54,3,1,5967.071553,5967.07,5000,967.07,41487,113,181.77,0,0,0,0,1,1,0
5000,5000,1,0.13,169.03,4,5,150000,3,2,1,10,14,6.2,0,33664,0,6,0,9295,0.85,18,1,4486.32,4486.32,3404.03,985.55,41183,112,169.03,0,0,0,0,1,1,1
5000,5000,1,0.1,162.23,3,5,52000,3,2,1,3,8,14.35,0,36678,1,11,0,3210,0.15,14,1,852.22,852.22,481.54,166.58,40513,110,162.23,0,0,0,0,1,1,1
5000,4775,2,0.12,110.87,8,1,62400,3,2,1,5,4,21.96,0,35916,0,8,0,23600,0.53,18,1,5207.37,4972.46,3446.85,1520.88,41760,114,110.87,0,0,0,0,1,1,1
5000,4975,2,0.16,121.46,2,5,35000,3,2,1,3,11,15.77,0,38626,1,9,0,1543,0.28,12,1,7112.18,7076.62,5000,2112.18,42036,115,16.83,0,0,0,0,1,1,0
5000,5000,2,0.18,125.78,0,1,48000,1,2,1,1,8,6.13,0,39114,1,5,0,1651,0.66,6,1,7260.712622,7260.71,5000,2260.71,41671,114,2117.35,0,0,0,0,1,1,0
5000,5000,1,0.11,163.11,2,5,36000,1,2,1,10,12,10,0,35827,0,11,0,5317,0.2,12,1,5760.785976,5760.79,5000,760.79,41214,112,185.42,0,0,0,0,1,1,0
5000,5000,1,0.15,172.94,1,5,65000,3,2,1,10,9,22.47,1,37196,0,13,0,11464,0.51,19,1,6226.02245,6226.02,5000,1226.02,41487,113,188.33,0,0,0,0,1,1,0
5000,5000,1,0.12,165.74,2,5,67596,1,2,1,10,2,9.55,0,38869,0,4,0,5257,0.45,6,1,5967.318071,5967.32,5000,967.32,41487,113,189.74,0,0,0,0,1,1,0
5000,5000,2,0.18,125.78,2,5,40000,2,2,1,3,9,3.99,0,38930,2,4,0,6651,0.58,4,1,5887.770594,5887.77,5000,887.77,40787,111,4383.09,0,0,0,0,1,1,0
5000,5000,1,0.15,172.94,1,5,44500,2,2,1,3,5,17.31,0,37043,3,16,0,4937,0.74,20,1,6226.076256,6226.08,5000,1226.08,41487,113,188.95,0,0,0,0,1,1,0
5000,5000,1,0.08,155.56,7,1,96000,2,2,1,10,2,13.2,0,30713,0,10,0,37361,0.17,41,1,5577.324067,5577.32,5000,577.32,41426,113,151.2,0,0,0,0,1,1,0
5000,5000,1,0.08,155.56,11,1,46800,1,2,1,3,2,4.36,0,35765,3,15,1,5642,0.11,26,1,5590.81558,5590.82,5000,590.82,41365,113,781.32,0,0,1,0,1,1,0
5000,5000,2,0.16,122.79,10,5,33600,1,2,1,9,2,20.89,0,35704,3,12,1,9391,0.55,20,1,7367.31,7367.31,5000,2367.31,42217,115,127.42,0,0,1,0,1,1,0
5000,5000,1,0.08,155.56,7,1,73200,1,2,1,7,4,8.98,0,30864,2,11,0,8414,0.33,49,1,5594.852604,5594.85,5000,594.85,41395,113,636.24,0,0,0,0,1,1,0
5000,4975,1,0.08,156.41,4,1,45000,2,2,1,13,5,5.07,0,35886,0,6,1,1426,0.15,13,1,5511.844621,5484.28,5000,511.84,41030,112,2388.53,0,0,1,0,1,1,0
5000,5000,2,0.17,124.78,5,5,38400,2,2,1,3,2,23.88,0,35612,0,9,0,9281,0.93,11,1,7486.27,7486.27,5000,2486.27,42217,115,129.11,0,0,0,0,1,1,0
5000,4900,2,0.11,108.09,7,5,43000,2,2,1,2,5,17,0,36861,0,7,0,4420,0.62,18,1,6276.69268,6151.16,5000,1276.69,41579,113,2172.12,0,0,0,0,1,1,0
5000,5000,1,0.08,156.41,10,1,50000,2,2,1,7,4,11.33,0,35765,1,8,0,13063,0.66,38,1,4153.42,4153.42,3485.54,574.62,41183,112,156.41,0,0,0,0,1,1,1
5000,5000,1,0.08,155.56,4,1,50000,2,2,1,10,9,0.36,0,35004,1,4,0,1172,0.06,9,1,5216.3783,5216.38,5000,216.38,40664,111,2622.1,0,0,0,0,1,1,0
5000,4975,2,0.18,125.78,2,5,44904,1,2,1,10,4,1.82,0,39114,1,8,0,2566,0.47,14,1,6046.322623,6016.09,5000,1046.32,40909,112,1166.33,0,0,0,0,1,1,0
5000,5000,1,0.13,169.03,3,5,32004,1,2,1,10,2,16.24,0,28065,1,9,0,6879,0.71,15,1,6085.514517,6085.51,5000,1085.51,41487,113,180.71,0,0,0,0,1,1,0
5000,5000,1,0.16,174.76,11,1,86760,3,2,1,7,13,2.99,0,35827,0,7,1,7313,0.76,14,1,6380.75096,6380.75,5000,1290.75,41456,113,358.05,0,0,0,0,1,1,0
5000,5000,1,0.11,163.98,2,1,48000,1,2,1,10,4,6.65,1,34578,0,4,0,1556,0.39,14,1,5604.78009,5604.78,5000,604.78,40909,112,19.95,0,0,0,0,1,1,0
5000,5000,1,0.11,163.11,2,1,90000,2,2,1,7,12,3.6,0,33208,0,4,0,15530,0.89,19,1,5871.944166,5871.94,5000,871.94,41487,113,173.83,0,0,0,0,1,1,0
5000,5000,1,0.12,165.74,10,1,69996,1,2,1,10,9,18.52,0,35339,0,19,0,55305,0.23,34,1,5967.241841,5967.24,5000,967.24,41487,113,188.05,0,0,0,0,1,1,0
5000,5000,1,0.11,163.98,1,1,70000,2,2,1,3,13,3.63,0,37469,0,6,0,2764,0.27,9,1,5784.993448,5784.99,5000,784.99,41122,112,1534.08,0,0,0,0,1,1,0
5000,5000,2,0.18,126.78,10,1,24395,1,2,1,3,14,9.05,0,38169,2,3,0,3422,0.57,8,1,4222.75,4222.75,2110.32,1934.48,41365,113,126.78,0,0,0,0,1,1,1
5000,4678.57,1,0.11,163.98,8,5,29865,2,2,1,7,4,19.37,0,36404,2,8,0,1868,0.39,13,1,3131.74,3035.59,1608.82,511.61,40787,111,163.98,0,0,0,0,1,1,1
5000,5000,1,0.14,171.74,5,5,32004,3,2,1,5,1,16.46,0,38231,2,5,0,1491,0.4,16,1,6183.125166,6183.13,5000,1183.13,41487,113,191.43,0,0,0,0,1,1,0
5000,5000,2,0.16,120.48,1,5,45000,1,2,1,3,2,14.37,1,38078,2,13,0,1908,0.8,17,1,7119.03,7119.03,5000,2119.03,42005,115,732.91,0,0,0,0,1,1,0
5000,5000,1,0.11,163.98,7,5,48000,3,2,1,3,13,13.5,0,35796,0,15,0,5676,0.33,23,1,5514.430944,5514.43,5000,514.43,40787,111,18.73,0,0,0,0,1,1,0
5000,5000,1,0.15,173.85,4,5,71280,1,2,1,3,4,7.29,0,38899,0,4,0,2318,0.83,8,1,5318.596499,5318.6,5000,318.6,40544,111,2673.1,0,0,0,0,1,1,0
5000,4975,1,0.08,155.56,2,1,95000,1,2,1,9,4,20.84,0,34304,0,11,0,6090,0.54,44,1,5600.024919,5572.02,5000,600.02,41456,113,174.32,0,0,0,0,1,1,0
5000,5000,1,0.08,156.41,10,1,62000,1,2,1,3,9,8.94,0,33147,3,4,0,3853,0.26,17,1,5496.257172,5496.26,5000,496.26,40969,112,2528.9,0,0,0,0,1,1,0
5000,5000,1,0.16,174.76,8,5,116000,3,2,1,9,2,13.08,0,32874,0,3,0,18242,1,10,1,5150.096646,5150.1,5000,150.1,40452,110,2701.83,0,0,0,0,1,1,0
5000,4975,1,0.07,154.71,10,1,59000,1,2,1,7,8,10.54,0,36495,0,12,0,22157,0.31,35,1,2457.7,2445.44,1949.34,365.16,40817,111,154.71,0,0,0,0,1,1,1
5000,5000,1,0.08,156.41,1,5,40000,3,2,1,7,9,3.51,0,38443,0,5,0,2198,0.17,9,1,1596.31,1596.31,1139.65,265.45,40634,111,156.41,0,0,0,0,1,1,1
5000,5000,1,0.14,169.95,0,1,85000,2,2,1,3,11,13.47,1,36617,3,9,0,12436,0.94,27,1,6118.217373,6118.22,5000,1118.22,41456,113,191.53,0,0,0,0,1,1,0
5000,5000,1,0.11,163.11,9,1,46000,1,2,1,5,8,2.24,0,32417,0,8,0,3814,0.24,15,1,5871.930266,5871.93,5000,871.93,41456,113,176.81,0,0,0,0,1,1,0
5000,4975,2,0.12,110.87,9,5,50445.2,2,2,1,2,8,22.91,0,36434,0,7,0,29227,0.8,19,1,6652.11,6618.85,5000,1652.11,42186,115,122.59,0,0,0,0,1,1,0
5000,5000,1,0.16,176.58,7,5,40000,2,2,1,13,2,6.54,0,38869,0,3,0,1860,0.48,7,1,3619.92,3619.92,2471.96,1053.24,41000,112,176.58,0,0,0,0,1,1,1
5000,5000,1,0.08,155.56,5,5,27360,2,2,1,15,11,15.96,0,36100,1,10,0,157,0.01,13,1,5600.050491,5600.05,5000,600.05,41456,113,175.29,0,0,0,0,1,1,0
5000,5000,1,0.11,163.98,4,4,30000,1,2,1,3,2,16.88,1,35735,0,13,0,1793,0.06,25,1,5729.053279,5729.05,5000,729.05,41000,112,2408.72,0,0,0,0,1,1,0
5000,5000,1,0.15,173.85,1,5,40800,1,2,1,3,14,17.44,0,37316,0,5,1,3240,0.77,11,1,6226.545376,6226.55,5000,1226.55,41306,113,1027.46,0,0,1,0,1,1,0
5000,4995.332003,2,0.11,109.94,1,5,22000,1,2,1,7,13,3,0,38047,0,7,0,172,0.01,14,1,5758.877609,5751.4,5000,758.88,40909,112,3812.22,0,0,0,0,1,1,0
5000,5000,2,0.14,116.29,7,5,100000,1,2,1,3,9,17.17,0,33664,1,13,0,21335,0.53,31,1,6977.35,6977.35,5000,1977.35,42186,115,121.22,0,0,0,0,1,1,0
5000,5000,1,0.12,165.74,0,1,138000,2,2,1,9,12,20.22,0,36039,0,9,0,68102,0.91,19,1,5049.64,5049.64,5000,49.64,40391,110,5049.98,0,0,0,0,1,1,0
5000,5000,1,0.08,156.41,10,5,106000,3,2,1,3,2,16.42,0,32203,1,12,0,23534,0.49,33,1,5630.971456,5630.97,5000,630.97,41456,113,165.15,0,0,0,0,1,1,0
5000,4975,1,0.07,154.71,5,1,45000,1,2,1,14,13,19.36,0,36220,1,12,0,16879,0.26,35,1,5418.055773,5390.97,5000,418.06,40909,112,2795.65,0,0,0,0,1,1,0
5000,5000,1,0.1,162.23,6,1,30000,1,2,1,3,13,3.8,0,36373,0,2,0,3164,0.29,8,1,5751.010868,5751.01,5000,751.01,41122,112,1861.49,0,0,0,0,1,1,0
5000,4975,1,0.13,169.03,10,1,30000,1,2,1,3,2,8.88,0,34881,1,11,1,6456,0.58,18,1,6057.928213,6027.64,5000,1057.93,41306,113,994.22,0,0,1,0,1,1,0
5000,4975,2,0.18,127.79,3,5,24000,3,2,1,13,13,0.75,0,38443,2,3,0,142,0.11,7,1,5396.98,5370.19,2793.05,2286.93,41579,113,127.79,0,0,0,0,1,1,1
5000,4950,2,0.16,122.79,2,4,48000,3,2,1,3,2,9.5,0,36434,0,6,0,2587,0.96,12,1,7244.015269,7171.58,5000,2244.02,41821,114,1482.63,0,0,0,0,1,1,0
5000,5000,1,0.07,153.84,5,1,82000,1,2,1,7,8,9.91,0,29160,0,12,0,4831,0.11,28,1,5363.440468,5363.44,5000,363.44,40848,111,3064.7,0,0,0,0,1,1,0
5000,4925,1,0.12,165.74,8,1,80000,1,2,1,7,11,7,0,34943,1,12,0,15840,0.53,16,1,5362.506733,5282.07,5000,362.51,40603,111,4206.33,0,0,0,0,1,1,0
5000,5000,1,0.1,162.23,7,5,69996,1,2,1,3,9,11.64,0,36951,2,16,0,5054,0.09,60,1,5840.406176,5840.41,5000,840.41,41456,113,164.19,0,0,0,0,1,1,0
5000,5000,1,0.14,170.84,3,5,65000,1,2,1,3,14,0.92,0,36342,0,4,0,2241,0.5,6,1,6138.766119,6138.77,5000,1138.77,41365,113,677.89,0,0,0,0,1,1,0
5000,5000,2,0.15,119.51,8,5,82000,3,2,1,6,2,10.38,0,36923,1,11,1,5045,0.71,16,1,3704.81,3704.81,2105.3,1585.1,41306,113,239.02,0,0,1,0,1,1,1
5000,5000,1,0.15,173.85,3,5,120000,2,2,1,10,2,14.8,0,34700,2,13,0,1783,0.24,33,1,4220.03,4220.03,2630.69,1008.61,41000,112,173.85,0,0,0,0,1,1,1
5000,5000,1,0.07,154.71,4,1,26400,1,2,1,5,11,1.59,0,31168,0,5,0,1152,0.25,11,1,5564.265763,5564.27,5000,564.27,41365,113,624.09,0,0,0,0,1,1,0
5000,5000,1,0.12,165.74,8,5,49000,1,2,1,7,9,16.16,0,36312,0,6,0,15160,0.91,8,1,5730.865678,5730.87,5000,730.87,40940,112,2756.37,0,0,0,0,1,1,0
5000,5000,2,0.14,115.34,10,5,36672,1,2,1,7,2,13.61,0,35886,0,3,0,3028,0.84,10,1,2427.87,2427.87,1185.42,1241.46,41091,112,100.09,0,0,0,0,1,1,1
5000,4500,1,0.15,173.85,2,5,66000,3,2,1,3,4,8.36,0,39173,1,6,0,1863,0.53,7,1,6258.737876,5632.86,5000,1258.74,41456,113,195.08,0,0,0,0,1,1,0
5000,5000,2,0.17,124.78,10,1,65000,3,2,1,13,8,0.48,0,34851,1,8,0,514,0.22,23,1,7452.744911,7452.74,5000,2452.74,42005,115,845.54,0,0,0,0,1,1,0
5000,5000,1,0.07,154.71,4,1,45000,1,2,1,7,4,0.96,0,32568,1,9,0,727,0.02,13,1,5538.107281,5538.11,5000,538.11,41244,112,713.13,0,0,0,0,1,1,0
5000,5000,2,0.16,122.45,10,1,54000,2,2,1,7,10,20.36,0,31990,0,12,0,28372,0.87,34,1,7346.28,7346.28,5000,2346.28,42186,115,127.91,0,0,0,0,1,1,0
5000,4975,2,0.16,122.79,6,5,32000,2,2,1,3,5,16.88,1,37469,1,9,0,2919,0.53,16,1,5203.557983,5177.54,5000,203.56,40452,110,4959.31,0,0,0,0,1,1,0
5000,5000,1,0.13,169.03,7,4,44000,1,2,1,3,7,10.72,1,37073,1,6,0,17530,0.54,17,1,5231.93,5231.93,5000,231.93,40544,111,2776.47,0,0,0,0,1,1,0
5000,5000,2,0.18,126.78,4,5,27000,1,2,1,10,13,12.49,0,37104,0,3,0,9252,0.81,9,1,1591.79,1591.79,615.85,774.88,40695,111,126.78,0,0,0,0,1,1,1
